id,address,postcode,public_body,removal_proposal_sent,public_body_representation_made,bt_initial_decision,bt_initial_decision_date,public_body_review_requested,bt_final_decision,bt_final_decision_date,latitude,longitude,geocoded_postcode,geocoding_status
2815,Northland Drive Moneymore Magherafelt,BT45 7QT,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.695439,-6.667649,BT45 7QT,ok
2816,Gortrush Park Omagh,BT78 5EF,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.607427,-7.320981,BT78 5EF,ok
2817,Opposite Farris Motors Beltany Road Omagh,BT78 5NL,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.642091,-7.34503,BT78 5NL,ok
2818,Ballynahatty Road Omagh,BT78 1PN,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.584763,-7.29293,BT78 1PN,ok
2819,Corrick Plumbridge Road Newtownstewart Omagh,BT78 4DA,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.728468,-7.352298,BT78 4DA,ok
2820,At Leglands Sub P O No 127 Drumlegagh Road South Drumquin Omagh,BT78 4TJ,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.657092,-7.428009,BT78 4TJ,ok
2821,Main Street Gortin Omagh,BT79 8PQ,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.717931,-7.235293,BT79 8PQ,ok
2822,Outside No 2 Gorticastle P O Glencullin Road Gortin Omagh,BT79 8NU,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.741337,-7.102332,BT79 8NU,ok
2823,Loughmacrory Road Carrickmore Omagh,BT79 9BH,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.611828,-7.052128,BT79 9BH,ok
2824,Creggan Road Carrickmore Omagh,BT79 9BD,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.598169,-7.05161,BT79 9BD,ok
2825,Gortaclare Post Office Curr Road Beragh Omagh,BT79 0QT,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.510398,-7.175213,BT79 0QT,ok
2826,Outside P.O. Lough Shore Road Rosscor Enniskillen,BT93 3DB,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.468501,-8.024004,BT93 3DB,ok
2827,Boa Island/Layby/Picnic Area Boa Island Road Drumgrenaghan Enniskillen,BT93 8AF,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.519403,-7.80845,BT93 8AF,ok
2828,Pettigoe / Pettigo Road Tullyhommon Enniskillen,BT93 8BD,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.548989,-7.828725,BT93 8BD,ok
2829,Killadeas Road Drummal Enniskillen,BT94 1PG,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.463438,-7.713442,BT94 1PG,ok
2830,Lack Road Drumduff Enniskillen,BT94 1BQ,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.490101,-7.622306,BT94 1BQ,ok
2831,Nutfield Road Brookeborough Enniskillen,BT94 4FJ,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.28548,-7.418156,BT94 4FJ,ok
2832,Derryharney Road Derryharney Enniskillen,BT94 5HY,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.280318,-7.541786,BT94 5HY,ok
2833,Outside Church Marble Arch Road Wheathill Enniskillen,BT92 1DT,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.265401,-7.789405,BT92 1DT,ok
2834,Outside St Peters Primary School Ardboe Road Cookstown,BT80 0HT,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.628988,-6.515733,BT80 0HT,ok
2835,Opposite Boho P.O. Boho Road Lesky Enniskillen,BT74 5BA,Fermanagh and Omagh,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.34535,-7.79736,BT74 5BA,ok
2836,Outside 88 Omagh Road Seskilgreen Dungannon,BT70 2BQ,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.476505,-7.057544,BT70 2BQ,ok
2837,Portrush Road Portstewart,BT55 7DB,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.188968,-6.709207,BT55 7DB,ok
2838,Opp.Spar Shop Mountsandel Road Coleraine,BT52 1TA,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.114997,-6.653247,BT52 1TA,ok
2839,Greenmount Road Coleraine,BT51 3QF,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.119787,-6.685452,BT51 3QF,ok
2840,Adjacent 10 - 12 Elms Park Coleraine,BT52 2QE,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.148918,-6.663868,BT52 2QE,ok
2841,Laurel Hill Road Coleraine,BT51 3AX,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.123526,-6.679906,BT51 3AX,ok
2842,Adjacent Texaco Filling Stn Finvoy Road Rasharkin Ballymena,BT44 8PZ,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.959687,-6.484813,BT44 8PZ,ok
2843,Outside No. 56 Main Street Garvagh Coleraine,BT51 5AA,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.984271,-6.68684,BT51 5AA,ok
2844,Boveedy Road Kilrea Coleraine,BT51 5TX,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.93169,-6.60523,BT51 5TX,ok
2845,Opposite Ballymoney Train Stn Seymour Street Ballymoney,BT53 6JR,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.067241,-6.514171,BT53 6JR,ok
2846,Outside Orange Hall Articlave Mussenden Road Castlerock Coleraine,BT51 4RP,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.165788,-6.819643,BT51 4RP,ok
2847,Outside Orange Hall Ashley Park Dunaghy Ballymoney,BT53 7HG,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.072255,-6.470713,BT53 7HG,ok
2848,Culcrum Road Cloughmills Ballymena,BT44 9NH,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.000967,-6.333741,BT44 9NH,ok
2849,Opposite Moores Filling Station Main Street Cloughmills Ballymena,BT44 9LG,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.999559,-6.333205,BT44 9LG,ok
2850,Ballybrack Road Junction Mill Street At Tower Cushendall Ballymena,BT44 0RR,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.080385,-6.064754,BT44 0RR,ok
2851,Outside No.69 Knocknacarry Road Cushendun Ballymena,BT44 0NS,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.122468,-6.052466,BT44 0NS,ok
2852,12 Seaspray Cragmacagan WalkRathlin Boathouse Rathlin Island Ballycastle,BT54 6SA,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Retain,27/08/2025,55.292268,-6.191609,BT54 6SA,ok
2853,Torr Road Ballycastle,BT54 6RB,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.200105,-6.181355,BT54 6RB,ok
2854,Clintyfinnan Riverview Armoy Ballymoney,BT53 8TF,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.122892,-6.363404,BT53 8TF,ok
2855,Glenbush Road Armoy Ballymoney,BT53 8YF,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.09075,-6.306324,BT53 8YF,ok
2856,Killycanavan Road Dungannon,BT71 5BP,Mid Ulster,16/05/2025,Yes,Remove,22/08/2025,No,Remove,22/08/2025,54.605672,-6.537722,BT71 5BP,ok
2857,Outside Knockahollet Po No 116 Moyan Road Dunloy Ballymena,BT44 9AZ,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.039474,-6.36637,BT44 9AZ,ok
2858,Drumraighland Outside Glenheadbar Baranailt Road Limavady,BT49 9LT,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.020468,-6.996542,BT49 9LT,ok
2859,Whitepark Road Bushmills,BT57 8SL,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.211378,-6.520007,BT57 8SL,ok
2860,Outside Central Primary School Scroggy Road Limavady,BT49 0NB,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.040769,-6.937312,BT49 0NB,ok
2861,Grange Road Ballygawley Dungannon,BT70 2LP,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.459373,-7.029165,BT70 2LP,ok
2862,Outside Costcutter Car Park Main Street Augher,BT77 0BD,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.428979,-7.13272,BT77 0BD,ok
2863,46A St.Patricks Street Cahore Road Draperstown Magherafelt,BT45 7AJ,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.792831,-6.786617,BT45 7AJ,ok
2864,Moneyneany Road Draperstown Magherafelt,BT45 7DU,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.808546,-6.826195,BT45 7DU,ok
2865,Main Street Castledawson Magherafelt,BT45 8AA,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.778311,-6.558293,BT45 8AA,ok
2866,Hillhead Road Castledawson Magherafelt,BT45 8BJ,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.78277,-6.545731,BT45 8BJ,ok
2867,At Bolea Post Office At 82 Bolea Road Limavady,BT49 0QT,Causeway Coast and Glens,16/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.064923,-6.901799,BT49 0QT,ok
2868,Dyan Road Caledon,BT68 4UZ,Mid Ulster,16/05/2025,Yes,Remove,22/08/2025,No,Remove,22/08/2025,54.353253,-6.838692,BT68 4UZ,ok
2869,Garvetagh Ednagee Road Castlederg,BT81 7QF,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.679658,-7.571852,BT81 7QF,ok
2870,Spamount Drumnaboy Crossroad Strabane Road Castlederg,BT81 7HZ,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.710091,-7.576387,BT81 7HZ,ok
2871,Main Street Swatragh Maghera,BT46 5QB,Mid Ulster,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.909281,-6.664866,BT46 5QB,ok
2872,Outside Boveva Post Office / Drumrane Road Dungiven Londonderry,BT47 4NL,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.969586,-6.939161,BT47 4NL,ok
2873,Melmount Road Strabane,BT82 9BS,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.822189,-7.47112,BT82 9BS,ok
2874,Lisnaragh Road Dunamanagh Strabane,BT82 0QL,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.873322,-7.312031,BT82 0QL,ok
2875,Allen Park Dunamanagh Strabane,BT82 0PD,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.873564,-7.30726,BT82 0PD,ok
2876,Carlton Drive Strabane,BT82 9HX,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.812276,-7.476289,BT82 9HX,ok
2877,Outside No. 36 Milldale Crescent Londonderry,BT47 3UY,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.971512,-7.283853,BT47 3UY,ok
2878,Opp.No.50 Stevenson Park Tullyally Londonderry,BT47 3QU,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.974017,-7.288134,BT47 3QU,ok
2879,At Waterside End Duke Street Londonderry,BT47 6DQ,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.989691,-7.31468,BT47 6DQ,ok
2880,The Old School 73 Field Housing Entrance Glenshane Road Londonderry,BT47 3SF,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.976666,-7.268316,BT47 3SF,ok
2881,Main Street Feeny Londonderry,BT47 4TD,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.89247,-7.019863,BT47 4TD,ok
2882,Outside No. 88 / 95 The Fountain Londonderry,BT48 6QH,Derry City and Strabane,16/05/2025,No,Remove,22/08/2025,No,Remove,22/08/2025,54.992685,-7.324785,BT48 6QH,ok
2883,Outside No.1 Steens Hill Steens Hill Banbridge,BT32 4HT,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.37014,-6.251262,BT32 4HT,ok
2884,190 Huntly Road Junction Dandy Row Banbridge,BT32 4NW,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.374727,-6.28731,BT32 4NW,ok
2885,Junction Huntly Bungalows/ Huntly Road Banbridge,BT32 3BJ,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.356417,-6.277919,BT32 3BJ,ok
2886,Katesbridge Road Katesbridge Banbridge,BT32 5PZ,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.316175,-6.155227,BT32 5PZ,ok
2887,Ballinaskeagh Po At 20 Ballinaskeagh Road Ballinaskeagh Banbridge,BT32 5BL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.264076,-6.239072,BT32 5BL,ok
2888,Outside Hawthorn Inn Ardbrin Road Katesbridge Banbridge,BT32 5LL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.306305,-6.186951,BT32 5LL,ok
2889,Outside Mays Corner Po At No 1 Mays Corner Road Katesbridge Banbridge,BT32 5RB,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.280519,-6.166203,BT32 5RB,ok
2890,Outside No.102 Lurgan Road Seapatrick Road Banbridge,BT32 4PH,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.37131,-6.269494,BT32 4PH,ok
2891,Legananny Road Outside St Mellans Church Loughbrickland Banbridge,BT32 3AR,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.350626,-6.278807,BT32 3AR,ok
2892,Outside Drumellen Estate Brownlow Road Craigavon,BT65 5DL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.446546,-6.364078,BT65 5DL,ok
2893,Junction Peggys Loaning/Scarva Edenderry Park Banbridge,BT32 3AX,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.35061,-6.282115,BT32 3AX,ok
2894,Mill Hill Waringstown Craigavon,BT66 7QL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.434441,-6.295684,BT66 7QL,ok
2895,Outside Battlehill Po At No 57 Battlehill Road Portadown Craigavon,BT62 4ER,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.407468,-6.505096,BT62 4ER,ok
2896,Outside No. 8 The New Line Richhill Armagh,BT61 9QR,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.370259,-6.549641,BT61 9QR,ok
2897,Outside Vallelys Pub Summerisland Road Portadown Craigavon,BT62 1SJ,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.441743,-6.60572,BT62 1SJ,ok
2898,Mill Street Tandragee Craigavon,BT62 2BX,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.35094,-6.411776,BT62 2BX,ok
2899,Moss Bank Road Portadown Craigavon,BT63 5NP,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.40414,-6.366845,BT63 5NP,ok
2900,Main Street Scarva Craigavon,BT63 6LS,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.331484,-6.364377,BT63 6LS,ok
2901,Outside 139 Banbridge Road Dromore,BT25 1NF,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.39963,-6.172549,BT25 1NF,ok
2902,Drumnascamph Road Gilford Craigavon,BT63 6DU,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.384675,-6.309062,BT63 6DU,ok
2903,"4 Cloncarrish Road Junction Obre Avenue, Portadown, Craigavon",BT62 1RE,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.4581,-6.542296,BT62 1RE,ok
2904,Old Belfast Road Millbrook Larne,BT40 2SH,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.841368,-5.856381,BT40 2SH,ok
2905,Royal Court Mews Junction Royal Court Gracehill Ballymena,BT42 2NH,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.853419,-6.325505,BT42 2NH,ok
2906,Wells Crossroads / Gilford Road Lurgan Craigavon,BT66 7AB,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.44879,-6.325908,BT66 7AB,ok
2907,No.19 Islandmagee Rd Islandmagee Road Whitehead Carrickfergus,BT38 9NE,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.757723,-5.710212,BT38 9NE,ok
2908,Victoria Road Carrickfergus,BT38 7JE,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.722335,-5.790785,BT38 7JE,ok
2909,Outside Post Office Woodburn Rd Woodburn Road Carrickfergus,BT38 8DS,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.718697,-5.820132,BT38 8DS,ok
2910,Outside Eden Primary School Larne Road Carrickfergus,BT38 7NL,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.728546,-5.774239,BT38 7NL,ok
2911,Glassillan Court Greenisland Carrickfergus,BT38 8TD,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.6959,-5.870545,BT38 8TD,ok
2912,Outside No. 76 Knockleigh Drive Greenisland Carrickfergus,BT38 8UZ,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.693256,-5.869892,BT38 8UZ,ok
2913,92 Garron Road Old Telephone Exchange Carnlough Ballymena,BT44 0JU,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,55.045203,-5.96456,BT44 0JU,ok
2914,Cairncastle Road Ballygally Larne,BT40 2RB,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.897779,-5.871936,BT40 2RB,ok
2915,Car Park Ballygally Coast Road Larne,BT40 2LF,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.878794,-5.83532,BT40 2LF,ok
2916,Jctn.Ferris Park/ Upper Waterloo Road Larne,BT40 1HD,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.857962,-5.812467,BT40 1HD,ok
2917,Upper Cairncastle Road Larne,BT40 2DT,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.856933,-5.833284,BT40 2DT,ok
2918,Glenvale Park Glynn Larne,BT40 3EY,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.827901,-5.81414,BT40 3EY,ok
2919,Opp. 34-36 Killyglen Road Larne,BT40 2HR,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.863134,-5.838372,BT40 2HR,ok
2920,Killygargan Largy Road Portglenone Ballymena,BT44 8BZ,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.833376,-6.444338,BT44 8BZ,ok
2921,132 Ballycregagh Road Junction Glenleslie Road Clough Ballymena,BT44 9RG,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.972525,-6.298718,BT44 9RG,ok
2922,Outside Childrens Playground Larne Road Ballymena,BT42 3AS,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.858584,-6.272855,BT42 3AS,ok
2923,Adjacent No.1 Dunclug Park Dunclug Park Ballymena,BT43 6NU,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.88152,-6.2703,BT43 6NU,ok
2924,Opposite Ballymena Sports Bowl Wakehurst Road Ballymena,BT42 3FZ,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.857127,-6.272761,BT42 3FZ,ok
2925,Opposite Rosses Lane Riverdale Tullaghgarley Ballymena,BT42 2JB,Mid and East Antrim,19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.849167,-6.302653,BT42 2JB,ok
2926,21 Derryall Road Portadown Craigavon,BT62 1PL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.462302,-6.473749,BT62 1PL,ok
2927,High Street Comber Newtownards,BT23 5HJ,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.549774,-5.747988,BT23 5HJ,ok
2928,Corner Of Charles St & West Street Portadown Craigavon,BT62 3JQ,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.421924,-6.448196,BT62 3JQ,ok
2929,Outside 42A Blenheim Drive Newtownards,BT23 4RA,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.579741,-5.706905,BT23 4RA,ok
2930,Outside No.1 Abbot Link Newtownards,BT23 8XR,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.592514,-5.666235,BT23 8XR,ok
2931,Westwinds Blenheim Drive Newtownards,BT23 4QY,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.578582,-5.699778,BT23 4QY,ok
2932,Loughries / Ballyblack Rd / Ballyhaft Road Newtownards,BT22 2AW,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.577815,-5.639944,BT22 2AW,ok
2933,Glenard Road Newtownards,BT23 4HP,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.600121,-5.697,BT23 4HP,ok
2934,Outside No. 116 Tandragee Road Portadown Craigavon,BT62 3BL,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.413289,-6.441791,BT62 3BL,ok
2935,Outside 21 Clandeboye Road Bangor,BT20 3LB,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.654083,-5.679814,BT20 3LB,ok
2936,Jctn.Bryansburn / Brunswick Road Bangor,BT20 3DN,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.659751,-5.684404,BT20 3DN,ok
2937,Outside No.1 Silverstream Road Bangor,BT20 3LR,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.654347,-5.688927,BT20 3LR,ok
2938,Outside No 21A Green Road Bangor,BT19 7QA,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.630347,-5.646953,BT19 7QA,ok
2939,Outside Groomsport Inn Main Street Groomsport Bangor,BT19 6JR,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.675704,-5.618342,BT19 6JR,ok
2940,Outside No.79 Donaghadee Road Bangor,BT19 6DP,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.656714,-5.628272,BT19 6DP,ok
2941,Adjacent Vivo Conlig The Green Bangor,BT20 4ER,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.647423,-5.67412,BT20 4ER,ok
2942,Main St Newtownards Road At Church Greyabbey Newtownards,BT22 2NF,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.536538,-5.557739,BT22 2NF,ok
2943,Outside No. 26/28 Main Street Ballywalter Newtownards,BT22 2PG,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.542329,-5.484336,BT22 2PG,ok
2944,Main St Broadway Ballywalter Newtownards,BT22 2NH,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.547084,-5.486579,BT22 2NH,ok
2945,John Thompson Park Portaferry Newtownards,BT22 1NA,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.383505,-5.543054,BT22 1NA,ok
2946,Opposite Car Park Spaces Grays Park Helens Bay Bangor,BT19 1TZ,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.656768,-5.76087,BT19 1TZ,ok
2947,Main Street Carrowdore Newtownards,BT22 2HL,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.57372,-5.558593,BT22 2HL,ok
2948,At No 187 Mill Street Newtownards,BT23 4LN,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.591698,-5.705785,BT23 4LN,ok
2949,Adjacent To Railway Bridge Railway Street Comber Newtownards,BT23 5HG,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.550429,-5.754723,BT23 5HG,ok
2950,Ballywhisken Caravan Park Ballywalter Road Millisle Newtownards,BT22 2LY,Ards and North Down,19/05/2025,No,Remove,21/08/2025,No,Remove,21/08/2025,54.587138,-5.50585,BT22 2LY,ok
2951,Charles St / Corcrain Gardens Portadown Craigavon,BT62 1DH,"Armagh City, Banbridge, Craigavon",19/05/2025,No,Remove,27/08/2025,No,Remove,27/08/2025,54.429018,-6.4591,BT62 1DH,ok
